243sentences.34,Scr3,night later that with the wind shaking the house we asleep fell huddled on the sofa
243sentences.35,Scr3,tear hurricanes can limbs off of trees and suck houses their off foundations
243sentences.36,Scr3,heavy they dump rains can that trigger floods and mudslides
243sentences.37,Scr3,also hurricanes can bring a storm surge a wall of water ocean that lurches onto land
243sentences.38,Scr3,several scientists use methods look to for evidence of ancient hurricanes
243sentences.39,Scr3,storms the strongest deposited layers of windblown beach sand at bottoms the of coastal lakes
243sentences.40,Scr3,by trees drenched passing hurricanes preserve a record of each in storm their growth rings
243sentences.41,Scr3,cream american ice is exported around the world but different have countries different preferences
243sentences.42,Scr3,enjoy many people their cream ice flavored with local delicacies
243sentences.43,Scr3,tropical in some places vanilla ice cream is topped with and bananas fresh mangos
243sentences.44,Scr3,making i remember ice at cream home as a child
243sentences.45,Scr3,poured we the mixture cream into a frozen then tub start turning the crank to expose it to the cold
243sentences.46,Scr3,froze eventually it enough that i couldn't turn the hand any crank more
243sentences.47,Scr3,put then i the container of half-frozen ice cream into freezer the to harden
243sentences.48,Scr3,cream ice is mixture a of milk or sugar cream flavorings and up to half whipped-in air
243sentences.49,Scr3,in the butterfat milk and cream is what makes it and smooth silky
243sentences.50,Scr3,ice high-priced premium cream loaded is with butterfat and natural flavorings
243sentences.51,Scr3,use when i the riding lawn mower the uncomfortable chair my makes back hurt
243sentences.52,Scr3,the i use two levers in front of me to the control machine
243sentences.53,Scr3,blades the sharp underneath the lawn mower precisely sever each of blade grass
243sentences.54,Scr3,lawn mowing the is a long task and it has me taught patience
243sentences.55,Scr3,mower a lawn is a machine with revolving blades that grass cut to an even height
243sentences.56,Scr3,may the blades be powered by muscle or the machine have may a motor
243sentences.57,Scr3,common the most power source for lawn mowers is a gas small engine
243sentences.58,Scr3,are electric lawnmowers better for the environment because they do create not emissions
243sentences.59,Scr3,need they also less and maintenance are less expensive to run
243sentences.60,Scr3,mowers electric lawn use much as electricity as an ordinary toaster
243sentences.61,Scr3,astronauts long train a time their for spacewalks
243sentences.62,Scr3,much training of their is underwater conducted
243sentences.63,Scr3,may they spend to 8 10 hours in pool the for every hour they will spend floating in space
243sentences.64,Scr3,practice astronauts to able be to perform construction repair and work on the outside of the space station
243sentences.65,Scr3,of the commanders shuttle flights are always pilots and many backgrounds have as military test pilots
243sentences.66,Scr3,are other astronauts trained as doctors engineers and scientists who run can experiments in space
243sentences.67,Scr3,were early crews all young men but astronauts now are more much diverse
243sentences.68,Scr3,of the team astronauts floated out together to the exterior the of space shuttle
243sentences.69,Scr3,tools they carried needed to repair the broken part on huge the telescope
243sentences.70,Scr3,astronaut one loosened bolts the on the pipe the while other fitted the replacement part into place
243sentences.71,Scr3,been computers have used in art for a long time experimental by artists
243sentences.72,Scr3,computers now that are more affordable and widespread computer graphics entered have the mainstream art world
243sentences.73,Scr3,science some computer conferences have art exhibitions that showcase the graphics latest technology
243sentences.74,Scr3,conferences brand new have sprung up that are devoted to the bridging two cultures
243sentences.75,Scr3,graphics the computer specialist works with doctors to visualize medical and conditions surgical procedures
243sentences.76,Scr3,digital she uses animation to help doctors understand structures within patient's a body
243sentences.77,Scr3,the seeing internal in structures an animation on screen a is much clearer than squinting at x-rays
243sentences.78,Scr3,animation modern digital is powerful a tool for education
243sentences.79,Scr3,field as the of computer graphics broadens we must ask graphics if actually help students
243sentences.80,Scr3,suggest research does that vivid and engaging digital imagery can effective be in the classroom
243sentences.81,Scr3,he the reason came to law school in the first was place cliche
243sentences.82,Scr3,he change wanted to things the for better
243sentences.83,Scr3,recalled he one at evening law school when and he the program director had pulled an all-nighter
243sentences.84,Scr3,finished they finally drafting a petition for several evicted families sunrise at
243sentences.85,Scr3,past over the four decades the cost of legal education gone has up relentlessly
243sentences.86,Scr3,school private law tuition increased by a factor of four the since 1970s
243sentences.87,Scr3,for the market admission to law school and for new could lawyers eventually crash
243sentences.88,Scr3,faculty law school often minimal have experience in actually practicing law
243sentences.89,Scr3,on professors focus writing review law articles for prestigious journals
243sentences.90,Scr3,often law schools emphasize the theoretical with classes on topics property like law in feudal england
243sentences.91,Scr3,pharmacists involved are increasingly in care preventive
243sentences.92,Scr3,becoming they are front-line health advisers because people go to often pharmacies
243sentences.93,Scr3,often pharmacists are a source good of information about public health
243sentences.94,Scr3,with doctors consult pharmacists because they know a lot about interactions drug and side effects
243sentences.95,Scr3,prescription pharmacists dispense drugs to patients and offer advice about safe the use of medications
243sentences.96,Scr3,conduct they also health wellness and screenings and provide vaccines
243sentences.97,Scr3,have pharmacists must professional degrees and pass two exams in to order be licensed
243sentences.98,Scr3,the i think pharmacy profession chose me as much as chose i to be a pharmacist
243sentences.99,Scr3,fascinated i was by the neatly arranged bottles in pharmacies a as child
243sentences.100,Scr3,know i it's but cliche i love the that impact i have on lives of my patients
243sentences.101,Scr3,has each person his or her own response to potentially situations stressful
243sentences.102,Scr3,may one person be devastated by unemployment while another may working find fulltime stressful
243sentences.103,Scr3,everyday there are stresses being like stuck in traffic
243sentences.104,Scr3,also there are traumatic stresses such as divorce or loss a of child
243sentences.105,Scr3,can some people adapt different to levels of stress
243sentences.106,Scr3,dealt if not with effectively though stress can take a toll real on health
243sentences.107,Scr3,it's remember that your reaction to stress that determines if will it be harmful or beneficial
243sentences.108,Scr3,company when my was i downsizing felt incredibly stressed and worried
243sentences.109,Scr3,would my heart race for no reason and i even dizzy felt at times
243sentences.110,Scr3,started then i taking yoga to try to manage my level stress
243sentences.111,Scr3,wore the man a black jet tuxedo with satin stripes
243sentences.112,Scr3,made it was with fabric rich cut in the latest style
243sentences.113,Scr3,had clearly he it as tailored it fit the man perfectly
243sentences.114,Scr3,like it looked something a professional stylist would have picked for out a formal event
243sentences.115,Scr3,tuxedo while the is still preferred today's grooms are making statements personal in wedding attire
243sentences.116,Scr3,are shorter jackets on the cutting edge of wedding fashion men for
243sentences.117,Scr3,also grooms are jazzing up their tuxedos with colorful shirts satin and ties
243sentences.118,Scr3,jacket a tuxedo is a tailless dinner jacket with black lapels silk
243sentences.119,Scr3,trousers black tie should be a perfect match to the jacket tuxedo
243sentences.120,Scr3,shirt the should be always plain white and tie the should be black and match the jacket lapels
243sentences.121,Scr3,the went concert pianist blind adulthood in
243sentences.122,Scr3,was her blindness caused by a genetic condition that slowly the damaged eyes
243sentences.123,Scr3,interviewers she told that being blind was an advantage to pianist a
243sentences.124,Scr3,no she had visual distractions so she could concentrate more on fully her music
243sentences.125,Scr3,defines the government blindness as vision insufficient for the ordinary of activities life
243sentences.126,Scr3,the by establishing parameters of legal blindness resources can be on focused the legally blind
243sentences.127,Scr3,overlook this may those who have vision problems but who not do meet the standard
243sentences.128,Scr3,countries in developing blindness in children is usually caused by disease infectious and nutritional deficiencies
243sentences.129,Scr3,can these causes often prevented be by medicine and vitamin supplements
243sentences.130,Scr3,countries in developed blindness is more likely to be caused genetic by problems
243sentences.131,Scr3,really no one knows exactly how a taste gets from mouth your to your brain
243sentences.132,Scr3,the scientists think process begins when a molecule of food a touches taste bud cell
243sentences.133,Scr3,carries the cell a taste message to taste nerves beneath cell the
243sentences.134,Scr3,once it was believed that each taste bud responded to of one the four basic tastes
243sentences.135,Scr3,is that a bud taste on the tip the of tongue would respond only if you were eating something sweet
243sentences.136,Scr3,now scientists think a that single taste bud be can sensitive to all of the basic tastes
243sentences.137,Scr3,sense my of isn't taste very good so tend i to eat foods with very strong flavors
243sentences.138,Scr3,like i lots hot of sauce and i my drink coffee with no cream so it's very bitter
243sentences.139,Scr3,even i can't taste sweetness well so when i make i cookies add extra sugar
243sentences.140,Scr3,are hip fractures a problem real for aging individuals
243sentences.141,Scr3,faced patients are with the pain of the break and difficult the process of healing
243sentences.142,Scr3,to families have adjust the to patient's loss of independence
243sentences.143,Scr3,society and for hip fractures involve substantial expense and time the in hospital
243sentences.144,Scr3,the halfway through race i heard a sound like someone their snapping fingers
243sentences.145,Scr3,a i felt crunch and i knew instantly that my was foot broken
243sentences.146,Scr3,every like step felt running spikes on
243sentences.147,Scr3,doctor's at the office the afterward x-ray clearly showed the fracture
243sentences.148,Scr3,a there are few types different of bone fracture
243sentences.149,Scr3,or in closed simple fractures the bone is broken but skin the is intact
243sentences.150,Scr3,open in or fractures compound the broken bone punctured has the skin and produced an open wound
243sentences.151,Scr3,piercings new ear can infected become if they're not carefully cleaned
243sentences.152,Scr3,infection signs of include swelling tenderness or redness around the earlobe
243sentences.153,Scr3,see if you these symptoms clean the area and apply ointment some
243sentences.154,Scr3,redness if the and swelling don't go away contact your care health provider
243sentences.155,Scr3,hospital a local has new initiated measures to reduce infections
243sentences.156,Scr3,improved they have hand washing habits and ensured that infected are patients isolated from other patients
243sentences.157,Scr3,has the hospital seen infection rates drop since the new began measures
243sentences.158,Scr3,wound scrubbing a with soap or alcohol delays healing which the increases risk of infection
243sentences.159,Scr3,increase band-aids can the risk of infection by holding in and heat moisture
243sentences.160,Scr3,skin fortunately most infections can easily be treated once they diagnosed are
243sentences.161,Scr3,started modern opera at end the of the sixteenth century
243sentences.162,Scr3,as it began an effort to rediscover and imitate greek performance tragic
243sentences.163,Scr3,of early founders opera chose tales from antiquity for their matter subject
243sentences.164,Scr3,branched later operas out into different sources of stories and traditions musical
243sentences.165,Scr3,is opera an form art in which singers musicians and perform a play that combines words and music
243sentences.166,Scr3,many it incorporates of the elements of spoken theatre such acting as scenery and costumes
243sentences.167,Scr3,typically performances are given in an opera house and accompanied an by orchestra
243sentences.168,Scr3,singer the opera has worked hard to win the role the in new production
243sentences.169,Scr3,her not job is just singing about
243sentences.170,Scr3,presence acting stage and interpretation musical are all critical
243sentences.171,Scr3,pure but her strong voice is certainly the star of show the
243sentences.172,Scr3,must a painter keep many elements in mind while completing painting a
243sentences.173,Scr3,to she has use solid elements of design like strong and composition lighting
243sentences.174,Scr3,to she has execute brush the strokes with skill
243sentences.175,Scr3,the most importantly content of the painting should reveal a of glimpse the painter's soul
243sentences.176,Scr3,painters long ago were employed more as skilled artisans than creative as artists
243sentences.177,Scr3,painters however prominent had the social status of scholars and of members the royal court
243sentences.178,Scr3,signed they their decided work on its subject imagery and and established a personal relationship with their patrons
243sentences.179,Scr3,a as painter learned i to focus less the on actual scene and more on the painting itself
243sentences.180,Scr3,artist's an eye not is a camera lens has that to record everything within its field of vision
243sentences.181,Scr3,nature i found provides useful information but more than is for needed a good painting
243sentences.182,Scr3,the is eagle owl an bird impressive
243sentences.183,Scr3,ear it has tufts stick that up like horns
243sentences.184,Scr3,orange its large eyes are downright creepy and look like could they pierce right through you
243sentences.185,Scr3,hunts this owl at night flying swiftly and silently through darkness the
243sentences.186,Scr3,owl while some species become have endangered others are thriving
243sentences.187,Scr3,owl the barred has well spread beyond its previous habitat
243sentences.188,Scr3,suggest early findings that logging may have facilitated the barred invasion owl's
243sentences.189,Scr3,landed the owl on a thick branch and gripped it her with talons
243sentences.190,Scr3,her she pressed wings to her sides and settled down an half-closing eye
243sentences.191,Scr3,have she might been a statue but for the glow her of eyes
243sentences.192,Scr3,to it's unnerving watch a polar bear stalk across floating ice sea
243sentences.193,Scr3,worse it's even when you are submerged in the frigid directly waters beneath the huge animal
243sentences.194,Scr3,paws overhead giant set down on the ice as the bear polar pursued its prey
243sentences.195,Scr3,part as of film the crew for a bear polar documentary i spent months capturing these shots
243sentences.196,Scr3,bears polar are of one the few animals will that attack people for reasons other than fear or confusion
243sentences.197,Scr3,attack they may out of hunger because they live in food-scarce a environment
243sentences.198,Scr3,sneak they will up on people slowly careful to conserve energy their
243sentences.199,Scr3,is the seal an part important of the polar bear's diet
243sentences.200,Scr3,hunting when they wait will by a seal's hole breathing or stalk seals that are basking on the ice
243sentences.201,Scr3,bear the polar will crawl quietly forward and freeze in when place the seal looks around
243sentences.202,Scr3,castle the medieval was a not structure built primarily for defense
243sentences.203,Scr3,its to purpose was dominate surroundings its
243sentences.204,Scr3,could a castle easily lands control within a day's walk
243sentences.205,Scr3,times during of peasants attack livestock and property be could brought inside the castle's walls for protection
243sentences.206,Scr3,in spectacular castles dramatic locations provide a record of the history stormy of many regions
243sentences.207,Scr3,stand today they atop rocky cliffs overlooking beautiful landscapes and villages quaint
243sentences.208,Scr3,past in the they home were to battles plots and intrigue
243sentences.209,Scr3,leaving upon the station train we saw our looming hotel above a magnificent castle built on a cliff
243sentences.210,Scr3,outside the thick walls sheltered an inner courtyard hundreds of above feet the river
243sentences.211,Scr3,rooms our tower had incredible an but slightly scary view
243sentences.212,Scr3,climbing after fifty up feet the side of pyramid the the man gestured me into a small black entranceway
243sentences.213,Scr3,into this led the at chamber the pyramid's center
243sentences.214,Scr3,him i followed down steep the dark narrow passage
243sentences.215,Scr3,inside the smell the pyramid was chalky and the air thick was
243sentences.216,Scr3,just more than the tomb of the king pyramids represented pride the of the nation
243sentences.217,Scr3,that the care the pyramid builders took in their craft evident is
243sentences.218,Scr3,covering the stones the pyramid were precisely fitted together and until polished the structure gleamed
243sentences.219,Scr3,still architects are working to solve the mysteries of how were pyramids constructed
243sentences.220,Scr3,ramps some think were built inside the pyramid's walls to stone raise blocks
243sentences.221,Scr3,that others speculate ramps zigzagged up the exterior walls of pyramid the
243sentences.222,Scr3,even climbing beginner rock takes and courage strength
243sentences.223,Scr3,are climbers who learning the sport can try scrambling on boulders large
243sentences.224,Scr3,comfortable once they're with that they can begin using ropes safely to climb vertical rock faces
243sentences.225,Scr3,the all of boys on the trip were new to climbing rock
243sentences.226,Scr3,of many were afraid heights
243sentences.227,Scr3,else having someone check their knots and harnesses helped them down calm
243sentences.228,Scr3,set the adults up routes climbing appropriate for beginners
243sentences.229,Scr3,free-climbing particular is one style rock of climbing
243sentences.230,Scr3,relies the climber solely on her skill and physical strength ascend to a rock face
243sentences.231,Scr3,rope are and bolts the equipment only used
243sentences.232,Scr3,meant they are only stop to the climber if she falls
243sentences.233,Scr3,skied i hesitantly down the steep trail that my buddies me convinced to try
243sentences.234,Scr3,a i made bad and turn i found myself tumbling down
243sentences.235,Scr3,came i finally to a stop at a flat part the of slope
243sentences.236,Scr3,skis my were to nowhere be found and poles my were lodged in a snow drift up the hill
243sentences.237,Scr3,strength a major of professional skiers is how they use poles ski
243sentences.238,Scr3,of proper use ski poles improves their balance and adds to flair their skiing
243sentences.239,Scr3,the it minimizes need for upper body movements to regain balance lost while skiing
243sentences.240,Scr3,designs new ski and boots stiffer let skiers turn more quickly
243sentences.241,Scr3,and but faster tighter turns increase the twisting force on legs the
243sentences.242,Scr3,led this has to more injuries particularly to ligaments in skier's the knee
384sentences.0,Scr3,is an accordion a musical portable instrument with two keyboards
384sentences.1,Scr3,is one keyboard used individual for notes the other for chords
384sentences.2,Scr3,sound accordions produce with that bellows blow air through reeds
384sentences.3,Scr3,plays an accordionist both while keyboards opening and closing the bellows
384sentences.4,Scr3,is an apartment a self-contained home that is part of building a
384sentences.5,Scr3,may an apartment have one or more rooms as well a as kitchen and a bathroom
384sentences.6,Scr3,are some apartments for people single others for families
384sentences.7,Scr3,can the building have a garage a laundry facility or storage extra space
384sentences.8,Scr3,is an apple a fruit that can be green red yellow or
384sentences.9,Scr3,thin apples have skin crisp a sweet pulp and seeds inside
384sentences.10,Scr3,tart some very apples used are to make cider
384sentences.11,Scr3,be apples can eaten roasted raw or baked in pies
384sentences.12,Scr3,the arson is criminal of act burning a building or wildland
384sentences.13,Scr3,investigation a fire determines if a fire was caused by or accident arson
384sentences.14,Scr3,be arson can done to cause damage to others or insurance collect
384sentences.15,Scr3,of the severity the depends crime on whether people were harmed
384sentences.16,Scr3,or an automobile car a is wheeled vehicle for transporting passengers
384sentences.17,Scr3,can a car be by powered a gasoline or electric engine
384sentences.18,Scr3,steers the driver the on car roads other passengers just sit
384sentences.19,Scr3,in automobiles vary size number of doors and the type trunk of
384sentences.20,Scr3,is the axe a used tool to split and cut wood
384sentences.21,Scr3,usually the axe consists a of head attached to a handle
384sentences.22,Scr3,heads historically axe were of made stone and then metal
384sentences.23,Scr3,used axes are by and woodcutters firemen entering buildings
384sentences.24,Scr3,is a banana a long fruit that grows in bunchs a with soft edible inside
384sentences.25,Scr3,when a banana ripe can be yellow purple or red have and small brown spots
384sentences.26,Scr3,producers the greatest are countries tropical such as india or ecuador
384sentences.27,Scr3,and unripe bananas plantains are staple foods and often cooked potatoes like
384sentences.28,Scr3,bed a is piece a of furniture used a as place to sleep or have sex in
384sentences.29,Scr3,is a bed made of a mattress and a box plus spring sheets pillows and covers
384sentences.30,Scr3,the in waterbeds mattress is filled with water and in it airbeds is filled with air
384sentences.31,Scr3,of another type bed is the hammock a fabric sling above suspended the ground
384sentences.32,Scr3,is a bee a flying insect with a black and body yellow and six legs
384sentences.33,Scr3,pollen bees spread between flowers as they collect nectar to honey make
384sentences.34,Scr3,social bees are insects and live together in a colony in located a hive
384sentences.35,Scr3,have many bees stingers can and attack if they feel threatened
384sentences.36,Scr3,is a bicycle a vehicle with two wheels and pedals a on frame
384sentences.37,Scr3,is a bicycle propelled by the pedalling of a cyclist the on saddle
384sentences.38,Scr3,have the wheels rubber tires with an inner tube full air of
384sentences.39,Scr3,people for use bicycles transportation and recreation racing
384sentences.40,Scr3,creates a blacksmith objects forging by iron or steel
384sentences.41,Scr3,hammers a blacksmith and bends hot iron on an anvil change to its shape
384sentences.42,Scr3,a blacksmiths wears thick and apron handle the metal with tongs
384sentences.43,Scr3,objects blacksmiths make like horse weapons shoes or iron furniture
384sentences.44,Scr3,is a blender a kitchen appliance used to mix ingredients puree or food
384sentences.45,Scr3,a blenders have glass or plastic container with a rotating in blade the bottom
384sentences.46,Scr3,used blenders are to milk make shakes and fruit smoothies
384sentences.47,Scr3,also blenders are used to make cold alcoholic drinks with ice crushed
384sentences.48,Scr3,is a boy a young male child who has not puberty undergone
384sentences.49,Scr3,is the term used indicate to sex distinctions relative to girls
384sentences.50,Scr3,like traditionally boys to play rough games and fight with other each
384sentences.51,Scr3,male an adult behaving immaturely is often referred to as boy a
384sentences.52,Scr3,broccoli plant is a in cabbage the family
384sentences.53,Scr3,a broccoli has green head flower and a thick tough stalk
384sentences.54,Scr3,high broccoli is in fiber vitamins and other nutrients
384sentences.55,Scr3,broccoli boiled can be stir-fried eaten or raw
384sentences.56,Scr3,is a butterfly a insect flying with four large wings
384sentences.57,Scr3,of the wings butterflies be can very colorful and patterned
384sentences.58,Scr3,the metamorphosis is transformation a of caterpillar into a butterfly
384sentences.59,Scr3,collect some people butterflies of because their colorful wings
384sentences.60,Scr3,is a carpenter an artist or manual laborer who works wood with
384sentences.61,Scr3,and carpenters build repair furniture houses boats and other objects
384sentences.62,Scr3,tools carpenters use such hammers as saws pliers and planes
384sentences.63,Scr3,is a luthier a that carpenter makes and repairs musical instruments
384sentences.64,Scr3,small cats are furry with animals four legs and a tail
384sentences.65,Scr3,to cats like groom by themselves licking their fur
384sentences.66,Scr3,hunt cats can mice or birds but are often fed their by owners
384sentences.67,Scr3,of the claws cats retractable are so that they keep sharp
384sentences.68,Scr3,is a chair a piece of furniture designed for people sit to on
384sentences.69,Scr3,of chairs consist a seat raised above floor level supported legs by
384sentences.70,Scr3,also chairs can have back and arm rests as well a as cushion
384sentences.71,Scr3,fixed seats are chairs located in vehicles or in places cinemas like
384sentences.72,Scr3,a a clarinet is woodwind instrument musical
384sentences.73,Scr3,is a clarinet a long black tube with a flare the at bottom
384sentences.74,Scr3,chooses the player notes pressing by keys and holes
384sentences.75,Scr3,is the clarinet used in both jazz and classical music
384sentences.76,Scr3,is a cod a fish that lives in the colder of areas the atlantic
384sentences.77,Scr3,is cod flesh white mild-tasting and and flakes easily when cooked
384sentences.78,Scr3,is fresh cod used for fish and chips salted cod elaborate for dishes
384sentences.79,Scr3,been cod has caught salted and traded since the time the of vikings
384sentences.80,Scr3,made coffee is from coffee beans the seeds of the plant coffee
384sentences.81,Scr3,a coffee is popular drink in many countries and usually hot served
384sentences.82,Scr3,a coffee contains mild called drug caffeine that keeps people awake
384sentences.83,Scr3,coffee world's is the seventh-largest agricultural legal export
384sentences.84,Scr3,is a desert a environment natural where almost no rain falls
384sentences.85,Scr3,are hot deserts usually with filled sand dunes or rocks
384sentences.86,Scr3,and some animals plants adapted have to live in deserts
384sentences.87,Scr3,hot the biggest desert the is sahara in northern africa
384sentences.88,Scr3,is a desk a piece of furniture used for working sometimes at with a computer
384sentences.89,Scr3,has a desk a flat surface and can be made wood of plastic or metal
384sentences.90,Scr3,may a desk have to drawers store supplies and papers
384sentences.91,Scr3,consists a cubicle of a desk surrounded by partitions on sides three
384sentences.92,Scr3,is a door a movable barrier to entrance or exit an from enclosed area
384sentences.93,Scr3,have most doors locks to control who gets to pass them through
384sentences.94,Scr3,are most doors opened by pushing or pulling a handle they after are unlocked
384sentences.95,Scr3,of other types doors can slide or consist of a chamber revolving
384sentences.96,Scr3,is a dress a of piece clothing that women sometimes wear
384sentences.97,Scr3,is a dress like a shirt attached to a long skirt matching
384sentences.98,Scr3,is a dress usually worn at formal occasions such as wedding a or a dance
384sentences.99,Scr3,be it can hard to climb stairs or ride a in bike a dress
384sentences.100,Scr3,is drunk driving the act of driving under the effects alcohol of
384sentences.101,Scr3,of drunk driving any vehicle is a crime in most the of world
384sentences.102,Scr3,a it plays role almost in half of all vehicle-related deaths
384sentences.103,Scr3,are drunk drivers caught field by sobriety and breathing tests
384sentences.104,Scr3,is a drought a persistent shortage of the water supply by caused lack of rain
384sentences.105,Scr3,cause drought will crops plants and to stop growing and die
384sentences.106,Scr3,will extreme drought eventually areas turn into desert and cause famine
384sentences.107,Scr3,of large numbers people to have migrate away from dust bowls
384sentences.108,Scr3,large eagles are birds of prey that hunt during the and day have very good eyesight
384sentences.109,Scr3,hooked eagles have beaks for tearing flesh strong legs and talons sharp
384sentences.110,Scr3,in eagles live eyries and some species eat fish and small others mammals
384sentences.111,Scr3,bald the eagle a has bright white head is and the national bird of the united states
384sentences.112,Scr3,the earthquakes shake ground and can knock down buildings and structures other
384sentences.113,Scr3,can the shaking also landslides trigger and volcanic activity
384sentences.114,Scr3,are most earthquakes caused by the release of energy in earth's the crust
384sentences.115,Scr3,at an earthquake sea can displace the seabed and cause tsunami a
384sentences.116,Scr3,the elephants are largest of kind land mammal weighing several tons
384sentences.117,Scr3,has an elephant a long nose called a trunk which grab can things or food
384sentences.118,Scr3,has the elephant a pair of ivory tusks for moving or objects digging into trees
384sentences.119,Scr3,flaps the elephant its large ears to cool the blood them in and its body
384sentences.120,Scr3,is the eye an organ for sensing light and coding for it the visual cortex
384sentences.121,Scr3,have most animals complex eyes which can detect color motion texture and
384sentences.122,Scr3,is the fovea the center of the human eye and most the sensitive part of it
384sentences.123,Scr3,compound insects have eyes made up of eye units facing many in directions
384sentences.124,Scr3,is a farm land used to grow plants or raise for animals food
384sentences.125,Scr3,the farmers are people who run the farm and decide to what produce
384sentences.126,Scr3,have farms usually a house for farmers a silo and barn a
384sentences.127,Scr3,is a cooperative a farm where many farmers share the and land equipment
384sentences.128,Scr3,have primates usually four and fingers a thumb on each hand
384sentences.129,Scr3,used fingers are for writing grasping grooming and other activities
384sentences.130,Scr3,are the fingertips sensitive temperature to pressure and vibration
384sentences.131,Scr3,protects the nail the tip of the finger and can grown be or decorated
384sentences.132,Scr3,is a flood an overflow of an expanse of water submerges that inhabited land
384sentences.133,Scr3,can flood be by caused heavy rain or snow rapid melt as well as earthquakes at sea
384sentences.134,Scr3,flood in a a river will flow out of its or channel break dams and levees
384sentences.135,Scr3,flood during a people and evacuate the contaminated water causes diseases
384sentences.136,Scr3,is a floor a horizontal surface inside a building used walking for on
384sentences.137,Scr3,be floors may made of bare concrete tile linoleum or floorboards wooden
384sentences.138,Scr3,put people often carpets on a floor for comfort and dampen to noise
384sentences.139,Scr3,the in buildings floor often has pipes and electrical wiring it under
384sentences.140,Scr3,is a foot a body part on the end of leg a
384sentences.141,Scr3,their people use feet walking when running or standing straight
384sentences.142,Scr3,use people also their feet to kick in both fighting sports and
384sentences.143,Scr3,have many cultures rules behavior for related to feet
384sentences.144,Scr3,is a forest an area with a high density of and trees canopy cover
384sentences.145,Scr3,of the type forest depends on temperature and rainfall in location its
384sentences.146,Scr3,ecosystem a forest has various types of trees and animals well as as ground plants
384sentences.147,Scr3,the deforestation is cutting of down forests disregarding regeneration
384sentences.148,Scr3,is a fork a tool for eating solid foods with handle a and several tines
384sentences.149,Scr3,usually forks are made metal of or plastic if disposable
384sentences.150,Scr3,are forks used lift to food to the or mouth to hold food in place while cutting
384sentences.151,Scr3,used forks are in western cultures and there are special for kinds various foods
384sentences.152,Scr3,pan a frying is a small pan with sloping sides a and handle
384sentences.153,Scr3,pan a frying is to used fry sear and brown food
384sentences.154,Scr3,is the food cooked on oil covering the bottom of pan the
384sentences.155,Scr3,are frying pans made iron of or teflon-clad steel
384sentences.156,Scr3,is a girl a female human who has not yet maturity reached
384sentences.157,Scr3,the at puberty body of a girl develops into that a of woman
384sentences.158,Scr3,like girls often playing dolls with and social games
384sentences.159,Scr3,grow girls sometimes long and hair wear dresses and skirts
384sentences.160,Scr3,is a glove a piece of clothing that covers the and hand fingers
384sentences.161,Scr3,protect gloves to against cold are made of wool or waterproof lined material
384sentences.162,Scr3,or disposable rubber latex gloves are used to shield hands germs from or chemicals
384sentences.163,Scr3,is a mitten a kind of glove where the four are fingers covered together
384sentences.164,Scr3,is a hammer a tool used to deliver an impact an to object
